Year,ZIP code [1],Size of adjusted gross income,Adjusted gross income (AGI)
2012,14716,"$25,000 under $50,000",9701
2012,14716,"$50,000 under $75,000",8827
2012,14716,"$75,000 under $100,000",5768
2012,14717,"$1 under $25,000",1397
2012,14717,"$100,000 under $200,000",0
2012,14717,"$200,000 or more",0
2012,14717,"$25,000 under $50,000",3014
2012,14717,"$50,000 under $75,000",2842
2012,14717,"$75,000 under $100,000",4198
2012,14718,"$1 under $25,000",4913
2012,14718,"$100,000 under $200,000",11190
2012,14718,"$200,000 or more",0
2012,14718,"$25,000 under $50,000",8741
2012,14718,"$50,000 under $75,000",9694
2012,14718,"$75,000 under $100,000",7962
2012,14719,"$1 under $25,000",7382
2012,14719,"$100,000 under $200,000",15078
2012,14719,"$200,000 or more",0
2012,14719,"$25,000 under $50,000",12987
2012,14719,"$50,000 under $75,000",12630
2012,14719,"$75,000 under $100,000",10044
2012,14721,"$1 under $25,000",685
2012,14721,"$100,000 under $200,000",0
2012,14721,"$200,000 or more",0
2012,14721,"$25,000 under $50,000",838
2012,14721,"$50,000 under $75,000",2103
2012,14721,"$75,000 under $100,000",0
2012,14723,"$1 under $25,000",2750
2012,14723,"$100,000 under $200,000",4226
2012,14723,"$200,000 or more",0
2012,14723,"$25,000 under $50,000",5321
2012,14723,"$50,000 under $75,000",5870
2012,14723,"$75,000 under $100,000",3952
2012,14724,"$1 under $25,000",5130
2012,14724,"$100,000 under $200,000",8663
2012,14724,"$200,000 or more",0
2012,14724,"$25,000 under $50,000",9249
2012,14724,"$50,000 under $75,000",10062
2012,14724,"$75,000 under $100,000",6644
2012,14726,"$1 under $25,000",2558
2012,14726,"$100,000 under $200,000",0
2012,14726,"$200,000 or more",0
2012,14726,"$25,000 under $50,000",3944
2012,14726,"$50,000 under $75,000",2967
2012,14726,"$75,000 under $100,000",4751
2012,14727,"$1 under $25,000",11958
2012,14727,"$100,000 under $200,000",22863
2012,14727,"$200,000 or more",18909
2012,14727,"$25,000 under $50,000",20382
2012,14727,"$50,000 under $75,000",22860
2012,14727,"$75,000 under $100,000",18549
2012,14728,"$1 under $25,000",2330
2012,14728,"$100,000 under $200,000",9475
2012,14728,"$200,000 or more",0
2012,14728,"$25,000 under $50,000",4326
2012,14728,"$50,000 under $75,000",4719
2012,14728,"$75,000 under $100,000",4244
2012,14729,"$1 under $25,000",2128
2012,14729,"$100,000 under $200,000",4178
2012,14729,"$200,000 or more",0
2012,14729,"$25,000 under $50,000",5062
2012,14729,"$50,000 under $75,000",3839
2012,14729,"$75,000 under $100,000",2780
2012,14731,"$1 under $25,000",3484
2012,14731,"$100,000 under $200,000",13252
2012,14731,"$200,000 or more",17201
2012,14731,"$25,000 under $50,000",5560
2012,14731,"$50,000 under $75,000",6768
2012,14731,"$75,000 under $100,000",5565
2012,14733,"$1 under $25,000",10954
2012,14733,"$100,000 under $200,000",12969
2012,14733,"$200,000 or more",0
2012,14733,"$25,000 under $50,000",17583
2012,14733,"$50,000 under $75,000",16916
2012,14733,"$75,000 under $100,000",10569
2012,14735,"$1 under $25,000",5384
2012,14735,"$100,000 under $200,000",10661
2012,14735,"$200,000 or more",0
2012,14735,"$25,000 under $50,000",9375
2012,14735,"$50,000 under $75,000",10277
2012,14735,"$75,000 under $100,000",5470
2012,14736,"$1 under $25,000",1117
2012,14736,"$100,000 under $200,000",3885
2012,14736,"$200,000 or more",0
2012,14736,"$25,000 under $50,000",2342
2012,14736,"$50,000 under $75,000",2068
2012,14736,"$75,000 under $100,000",2684
2012,14737,"$1 under $25,000",9556
2012,14737,"$100,000 under $200,000",13761
2012,14737,"$200,000 or more",0
2012,14737,"$25,000 under $50,000",17198
2012,14737,"$50,000 under $75,000",15804
2012,14737,"$75,000 under $100,000",11847
2012,14738,"$1 under $25,000",8843
2012,14738,"$100,000 under $200,000",17851
2012,14738,"$200,000 or more",0
2012,14738,"$25,000 under $50,000",15643
2012,14738,"$50,000 under $75,000",16256
2012,14738,"$75,000 under $100,000",14560
2012,14739,"$1 under $25,000",6588
2012,14739,"$100,000 under $200,000",6673
2012,14739,"$200,000 or more",0
2012,14739,"$25,000 under $50,000",10202
2012,14739,"$50,000 under $75,000",9251
2012,14739,"$75,000 under $100,000",6178
2012,14740,"$1 under $25,000",2822
2012,14740,"$100,000 under $200,000",4335
2012,14740,"$200,000 or more",0
2012,14740,"$25,000 under $50,000",5229
2012,14740,"$50,000 under $75,000",4774
2012,14740,"$75,000 under $100,000",4203
2012,14741,"$1 under $25,000",4742
2012,14741,"$100,000 under $200,000",10214
2012,14741,"$200,000 or more",0
2012,14741,"$25,000 under $50,000",7895
2012,14741,"$50,000 under $75,000",7558
2012,14741,"$75,000 under $100,000",5940
2012,14743,"$1 under $25,000",4183
2012,14743,"$100,000 under $200,000",7829
2012,14743,"$200,000 or more",0
2012,14743,"$25,000 under $50,000",7970
2012,14743,"$50,000 under $75,000",7676
2012,14743,"$75,000 under $100,000",7112
2012,14744,"$1 under $25,000",1678
2012,14744,"$100,000 under $200,000",3969
2012,14744,"$200,000 or more",0
2012,14744,"$25,000 under $50,000",4331
2012,14744,"$50,000 under $75,000",5460
2012,14744,"$75,000 under $100,000",3968
2012,14747,"$1 under $25,000",5203
2012,14747,"$100,000 under $200,000",7122
2012,14747,"$200,000 or more",0
2012,14747,"$25,000 under $50,000",10204
2012,14747,"$50,000 under $75,000",9941
2012,14747,"$75,000 under $100,000",5969
2012,14748,"$1 under $25,000",2157
2012,14748,"$100,000 under $200,000",0
2012,14748,"$200,000 or more",0
2012,14748,"$25,000 under $50,000",3107
2012,14748,"$50,000 under $75,000",1696
2012,14748,"$75,000 under $100,000",3634
2012,14750,"$1 under $25,000",9651
2012,14750,"$100,000 under $200,000",37345
2012,14750,"$200,000 or more",38544
2012,14750,"$25,000 under $50,000",19119
2012,14750,"$50,000 under $75,000",20679
2012,14750,"$75,000 under $100,000",19728
2012,14753,"$1 under $25,000",2725
2012,14753,"$100,000 under $200,000",3214
2012,14753,"$200,000 or more",0
2012,14753,"$25,000 under $50,000",4987
2012,14753,"$50,000 under $75,000",4817
2012,14753,"$75,000 under $100,000",4267
2012,14754,"$1 under $25,000",1260
2012,14754,"$100,000 under $200,000",0
2012,14754,"$200,000 or more",0
2012,14754,"$25,000 under $50,000",2928
2012,14754,"$50,000 under $75,000",2798
2012,14754,"$75,000 under $100,000",3782
2012,14755,"$1 under $25,000",6950
2012,14755,"$100,000 under $200,000",10004
2012,14755,"$200,000 or more",0
2012,14755,"$25,000 under $50,000",13039
2012,14755,"$50,000 under $75,000",11051
2012,14755,"$75,000 under $100,000",7871
2012,14757,"$1 under $25,000",7303
2012,14757,"$100,000 under $200,000",14876
2012,14757,"$200,000 or more",8340
2012,14757,"$25,000 under $50,000",12981
2012,14757,"$50,000 under $75,000",12690
2012,14757,"$75,000 under $100,000",11122
2012,14760,"$1 under $25,000",47334
2012,14760,"$100,000 under $200,000",79962
2012,14760,"$200,000 or more",57074
2012,14760,"$25,000 under $50,000",72057
2012,14760,"$50,000 under $75,000",71105
2012,14760,"$75,000 under $100,000",52542
2012,14767,"$1 under $25,000",3791
2012,14767,"$100,000 under $200,000",5077
2012,14767,"$200,000 or more",0
2012,14767,"$25,000 under $50,000",6544
2012,14767,"$50,000 under $75,000",6498
2012,14767,"$75,000 under $100,000",5779
2012,14769,"$1 under $25,000",2300
2012,14769,"$100,000 under $200,000",0
2012,14769,"$200,000 or more",0
2012,14769,"$25,000 under $50,000",4117
2012,14769,"$50,000 under $75,000",3671
2012,14769,"$75,000 under $100,000",5381
2012,14770,"$1 under $25,000",6887
2012,14770,"$100,000 under $200,000",16552
2012,14770,"$200,000 or more",0
2012,14770,"$25,000 under $50,000",12278
2012,14770,"$50,000 under $75,000",13102
2012,14770,"$75,000 under $100,000",11456
2012,14772,"$1 under $25,000",8410
2012,14772,"$100,000 under $200,000",16853
2012,14772,"$200,000 or more",0
2012,14772,"$25,000 under $50,000",16948
2012,14772,"$50,000 under $75,000",15448
2012,14772,"$75,000 under $100,000",11977
2012,14775,"$1 under $25,000",6323
2012,14775,"$100,000 under $200,000",6484
2012,14775,"$200,000 or more",0
2012,14775,"$25,000 under $50,000",10639
2012,14775,"$50,000 under $75,000",10597
2012,14775,"$75,000 under $100,000",7648
2012,14777,"$1 under $25,000",1470
2012,14777,"$100,000 under $200,000",0
2012,14777,"$200,000 or more",0
2012,14777,"$25,000 under $50,000",3368
2012,14777,"$50,000 under $75,000",2759
2012,14777,"$75,000 under $100,000",3728
2012,14779,"$1 under $25,000",19517
2012,14779,"$100,000 under $200,000",12709
2012,14779,"$200,000 or more",10056
2012,14779,"$25,000 under $50,000",28568
2012,14779,"$50,000 under $75,000",22582
2012,14779,"$75,000 under $100,000",13777
2012,14781,"$1 under $25,000",5174
2012,14781,"$100,000 under $200,000",7947
2012,14781,"$200,000 or more",0
2012,14781,"$25,000 under $50,000",7696
2012,14781,"$50,000 under $75,000",8056
2012,14781,"$75,000 under $100,000",6005
2012,14782,"$1 under $25,000",5555
2012,14782,"$100,000 under $200,000",6795
2012,14782,"$200,000 or more",0
2012,14782,"$25,000 under $50,000",9983
2012,14782,"$50,000 under $75,000",10205
2012,14782,"$75,000 under $100,000",8023
2012,14784,"$1 under $25,000",2370
2012,14784,"$100,000 under $200,000",0
2012,14784,"$200,000 or more",0
2012,14784,"$25,000 under $50,000",4144
2012,14784,"$50,000 under $75,000",4027
2012,14784,"$75,000 under $100,000",5356
2012,14787,"$1 under $25,000",12013
2012,14787,"$100,000 under $200,000",22300
2012,14787,"$200,000 or more",6866
2012,14787,"$25,000 under $50,000",19592
2012,14787,"$50,000 under $75,000",21015
2012,14787,"$75,000 under $100,000",17792
2012,14801,"$1 under $25,000",12155
2012,14801,"$100,000 under $200,000",21237
2012,14801,"$200,000 or more",0
2012,14801,"$25,000 under $50,000",20919
2012,14801,"$50,000 under $75,000",20969
2012,14801,"$75,000 under $100,000",17465
2012,14802,"$1 under $25,000",1803
2012,14802,"$100,000 under $200,000",9687
2012,14802,"$200,000 or more",0
2012,14802,"$25,000 under $50,000",2582
2012,14802,"$50,000 under $75,000",3784
2012,14802,"$75,000 under $100,000",2897
2012,14803,"$1 under $25,000",2323
2012,14803,"$100,000 under $200,000",8869
2012,14803,"$200,000 or more",0
2012,14803,"$25,000 under $50,000",4264
2012,14803,"$50,000 under $75,000",5457
2012,14803,"$75,000 under $100,000",5173
2012,14804,"$1 under $25,000",2982
2012,14804,"$100,000 under $200,000",9443
2012,14804,"$200,000 or more",0
2012,14804,"$25,000 under $50,000",6061
2012,14804,"$50,000 under $75,000",7088
2012,14804,"$75,000 under $100,000",5847
2012,14805,"$1 under $25,000",2477
2012,14805,"$100,000 under $200,000",7373
2012,14805,"$200,000 or more",0
2012,14805,"$25,000 under $50,000",5063
2012,14805,"$50,000 under $75,000",5039
2012,14805,"$75,000 under $100,000",4341
2012,14806,"$1 under $25,000",4643
2012,14806,"$100,000 under $200,000",10643
2012,14806,"$200,000 or more",0
2012,14806,"$25,000 under $50,000",8432
2012,14806,"$50,000 under $75,000",10429
2012,14806,"$75,000 under $100,000",8742
2012,14807,"$1 under $25,000",6518
2012,14807,"$100,000 under $200,000",19033
2012,14807,"$200,000 or more",0
2012,14807,"$25,000 under $50,000",11642
2012,14807,"$50,000 under $75,000",14379
2012,14807,"$75,000 under $100,000",10789
2012,14808,"$1 under $25,000",1734
2012,14808,"$100,000 under $200,000",0
2012,14808,"$200,000 or more",0
2012,14808,"$25,000 under $50,000",2911
2012,14808,"$50,000 under $75,000",2041
2012,14808,"$75,000 under $100,000",2138
2012,14809,"$1 under $25,000",5986
2012,14809,"$100,000 under $200,000",8258
2012,14809,"$200,000 or more",0
2012,14809,"$25,000 under $50,000",11288
2012,14809,"$50,000 under $75,000",10818
2012,14809,"$75,000 under $100,000",7270
2012,14810,"$1 under $25,000",27760
2012,14810,"$100,000 under $200,000",46970
2012,14810,"$200,000 or more",9239
2012,14810,"$25,000 under $50,000",47590
2012,14810,"$50,000 under $75,000",45880
2012,14810,"$75,000 under $100,000",35532
2012,14812,"$1 under $25,000",7854
2012,14812,"$100,000 under $200,000",20932
2012,14812,"$200,000 or more",0
2012,14812,"$25,000 under $50,000",13737
2012,14812,"$50,000 under $75,000",14685
2012,14812,"$75,000 under $100,000",10687
2012,14813,"$1 under $25,000",5776
2012,14813,"$100,000 under $200,000",10355
2012,14813,"$200,000 or more",0
2012,14813,"$25,000 under $50,000",9273
2012,14813,"$50,000 under $75,000",9240
2012,14813,"$75,000 under $100,000",8515
2012,14814,"$1 under $25,000",3389
2012,14814,"$100,000 under $200,000",26412
2012,14814,"$200,000 or more",15679
2012,14814,"$25,000 under $50,000",6835
2012,14814,"$50,000 under $75,000",8654
2012,14814,"$75,000 under $100,000",10439
2012,14815,"$1 under $25,000",2016
2012,14815,"$100,000 under $200,000",5808
2012,14815,"$200,000 or more",0
2012,14815,"$25,000 under $50,000",4254
2012,14815,"$50,000 under $75,000",3853
2012,14815,"$75,000 under $100,000",3426
2012,14816,"$1 under $25,000",1608
2012,14816,"$100,000 under $200,000",4559
2012,14816,"$200,000 or more",0
2012,14816,"$25,000 under $50,000",3201
2012,14816,"$50,000 under $75,000",3376
2012,14816,"$75,000 under $100,000",1999
2012,14817,"$1 under $25,000",6014
2012,14817,"$100,000 under $200,000",17756
2012,14817,"$200,000 or more",0
2012,14817,"$25,000 under $50,000",12154
2012,14817,"$50,000 under $75,000",10656
2012,14817,"$75,000 under $100,000",10951
2012,14818,"$1 under $25,000",3968
2012,14818,"$100,000 under $200,000",18834
2012,14818,"$200,000 or more",0
2012,14818,"$25,000 under $50,000",7861
2012,14818,"$50,000 under $75,000",8362
2012,14818,"$75,000 under $100,000",8261
2012,14819,"$1 under $25,000",1885
2012,14819,"$100,000 under $200,000",0
2012,14819,"$200,000 or more",0
2012,14819,"$25,000 under $50,000",2057
2012,14819,"$50,000 under $75,000",3347
2012,14819,"$75,000 under $100,000",2492
2012,14820,"$1 under $25,000",1470
2012,14820,"$100,000 under $200,000",0
2012,14820,"$200,000 or more",0
2012,14820,"$25,000 under $50,000",2864
2012,14820,"$50,000 under $75,000",3085
2012,14820,"$75,000 under $100,000",3905
2012,14821,"$1 under $25,000",7816
2012,14821,"$100,000 under $200,000",21595
2012,14821,"$200,000 or more",0
2012,14821,"$25,000 under $50,000",13932
2012,14821,"$50,000 under $75,000",16907
2012,14821,"$75,000 under $100,000",12512
2012,14822,"$1 under $25,000",2743
2012,14822,"$100,000 under $200,000",3251
2012,14822,"$200,000 or more",0
2012,14822,"$25,000 under $50,000",5620
2012,14822,"$50,000 under $75,000",4531
2012,14822,"$75,000 under $100,000",4086
2012,14823,"$1 under $25,000",8976
2012,14823,"$100,000 under $200,000",16914
2012,14823,"$200,000 or more",0
2012,14823,"$25,000 under $50,000",16133
2012,14823,"$50,000 under $75,000",14938
2012,14823,"$75,000 under $100,000",11616
2012,14824,"$1 under $25,000",1748
2012,14824,"$100,000 under $200,000",0
2012,14824,"$200,000 or more",0
2012,14824,"$25,000 under $50,000",2928
2012,14824,"$50,000 under $75,000",3510
2012,14824,"$75,000 under $100,000",5686
2012,14825,"$1 under $25,000",2015
2012,14825,"$100,000 under $200,000",4604
2012,14825,"$200,000 or more",0
2012,14825,"$25,000 under $50,000",3873
2012,14825,"$50,000 under $75,000",4283
2012,14825,"$75,000 under $100,000",3409
2012,14826,"$1 under $25,000",4637
2012,14826,"$100,000 under $200,000",9717
2012,14826,"$200,000 or more",0
2012,14826,"$25,000 under $50,000",8402
2012,14826,"$50,000 under $75,000",8650
2012,14826,"$75,000 under $100,000",7017
2012,14830,"$1 under $25,000",44273
2012,14830,"$100,000 under $200,000",131824
2012,14830,"$200,000 or more",194882
2012,14830,"$25,000 under $50,000",84220
2012,14830,"$50,000 under $75,000",86920
2012,14830,"$75,000 under $100,000",71296
2012,14836,"$1 under $25,000",1962
2012,14836,"$100,000 under $200,000",5050
2012,14836,"$200,000 or more",0
2012,14836,"$25,000 under $50,000",4136
2012,14836,"$50,000 under $75,000",5213
2012,14836,"$75,000 under $100,000",5052
2012,14837,"$1 under $25,000",12232
2012,14837,"$100,000 under $200,000",16093
2012,14837,"$200,000 or more",12266
2012,14837,"$25,000 under $50,000",20452
2012,14837,"$50,000 under $75,000",17898
2012,14837,"$75,000 under $100,000",13278
2012,14838,"$1 under $25,000",4234
2012,14838,"$100,000 under $200,000",10047
2012,14838,"$200,000 or more",0
2012,14838,"$25,000 under $50,000",8427
2012,14838,"$50,000 under $75,000",9362
2012,14838,"$75,000 under $100,000",7975
2012,14839,"$1 under $25,000",1732
2012,14839,"$100,000 under $200,000",0
2012,14839,"$200,000 or more",0
2012,14839,"$25,000 under $50,000",3014
2012,14839,"$50,000 under $75,000",2082
2012,14839,"$75,000 under $100,000",5602
2012,14840,"$1 under $25,000",6705
2012,14840,"$100,000 under $200,000",23898
2012,14840,"$200,000 or more",22763
2012,14840,"$25,000 under $50,000",12723
2012,14840,"$50,000 under $75,000",14484
2012,14840,"$75,000 under $100,000",13240
2012,14841,"$1 under $25,000",2518
2012,14841,"$100,000 under $200,000",8481
2012,14841,"$200,000 or more",0
2012,14841,"$25,000 under $50,000",4269
2012,14841,"$50,000 under $75,000",3635
2012,14841,"$75,000 under $100,000",3556
2012,14842,"$1 under $25,000",1481
2012,14842,"$100,000 under $200,000",5698
2012,14842,"$200,000 or more",0
2012,14842,"$25,000 under $50,000",3587
2012,14842,"$50,000 under $75,000",4320
2012,14842,"$75,000 under $100,000",2815
2012,14843,"$1 under $25,000",31550
2012,14843,"$100,000 under $200,000",45384
2012,14843,"$200,000 or more",15277
2012,14843,"$25,000 under $50,000",51564
2012,14843,"$50,000 under $75,000",45912
2012,14843,"$75,000 under $100,000",37914
2012,14845,"$1 under $25,000",42326
2012,14845,"$100,000 under $200,000",177177
2012,14845,"$200,000 or more",119412
2012,14845,"$25,000 under $50,000",80469
2012,14845,"$50,000 under $75,000",100025
2012,14845,"$75,000 under $100,000",90548
2012,14846,"$1 under $25,000",1583
2012,14846,"$100,000 under $200,000",0
2012,14846,"$200,000 or more",0
2012,14846,"$25,000 under $50,000",2886
