created_date,borough,count
2020-01-24,QUEENS,9
2020-01-24,STATEN ISLAND,1
2020-01-25,BRONX,4
2020-01-25,BROOKLYN,15
2020-01-25,MANHATTAN,11
2020-01-25,QUEENS,2
2020-01-25,STATEN ISLAND,2
2020-01-26,BRONX,3
2020-01-26,BROOKLYN,10
2020-01-26,MANHATTAN,13
2020-01-26,QUEENS,3
2020-01-27,BRONX,7
2020-01-27,BROOKLYN,16
2020-01-27,MANHATTAN,13
2020-01-27,QUEENS,6
2020-01-28,BRONX,5
2020-01-28,BROOKLYN,13
2020-01-28,MANHATTAN,14
2020-01-28,QUEENS,10
2020-01-28,STATEN ISLAND,3
2020-01-29,BRONX,7
2020-01-29,BROOKLYN,21
2020-01-29,MANHATTAN,8
2020-01-29,QUEENS,7
2020-01-29,STATEN ISLAND,2
2020-01-30,BRONX,5
2020-01-30,BROOKLYN,13
2020-01-30,MANHATTAN,10
2020-01-30,QUEENS,3
2020-01-31,BRONX,2
2020-01-31,BROOKLYN,16
2020-01-31,MANHATTAN,8
2020-01-31,QUEENS,6
2020-01-31,STATEN ISLAND,2
2020-02-01,BRONX,6
2020-02-01,BROOKLYN,13
2020-02-01,MANHATTAN,3
2020-02-01,QUEENS,4
2020-02-02,BRONX,2
2020-02-02,BROOKLYN,10
2020-02-02,MANHATTAN,6
2020-02-02,QUEENS,7
2020-02-02,STATEN ISLAND,1
2020-02-03,BRONX,4
2020-02-03,BROOKLYN,17
2020-02-03,MANHATTAN,13
2020-02-03,QUEENS,3
2020-02-03,STATEN ISLAND,1
2020-02-04,BRONX,8
2020-02-04,BROOKLYN,23
2020-02-04,MANHATTAN,14
2020-02-04,QUEENS,5
2020-02-04,STATEN ISLAND,2
2020-02-05,BRONX,6
2020-02-05,BROOKLYN,18
2020-02-05,MANHATTAN,11
2020-02-05,QUEENS,5
2020-02-06,BRONX,7
2020-02-06,BROOKLYN,15
2020-02-06,MANHATTAN,9
2020-02-06,QUEENS,6
2020-02-06,STATEN ISLAND,1
2020-02-07,BRONX,2
2020-02-07,BROOKLYN,11
2020-02-07,MANHATTAN,13
2020-02-07,QUEENS,8
2020-02-07,STATEN ISLAND,2
2020-02-08,BRONX,5
2020-02-08,BROOKLYN,6
2020-02-08,MANHATTAN,5
2020-02-08,QUEENS,2
2020-02-09,BRONX,5
2020-02-09,BROOKLYN,13
2020-02-09,MANHATTAN,7
2020-02-09,QUEENS,1
2020-02-10,BRONX,6
2020-02-10,BROOKLYN,12
2020-02-10,MANHATTAN,17
2020-02-10,QUEENS,4
2020-02-10,STATEN ISLAND,7
2020-02-11,BRONX,7
2020-02-11,BROOKLYN,11
2020-02-11,MANHATTAN,8
2020-02-11,QUEENS,4
2020-02-11,STATEN ISLAND,2
2020-02-12,BRONX,3
2020-02-12,BROOKLYN,21
2020-02-12,MANHATTAN,15
2020-02-12,QUEENS,4
2020-02-13,BRONX,4
2020-02-13,BROOKLYN,14
2020-02-13,MANHATTAN,16
2020-02-13,QUEENS,6
2020-02-14,BRONX,2
2020-02-14,BROOKLYN,11
2020-02-14,MANHATTAN,11
2020-02-14,QUEENS,3
2020-02-14,STATEN ISLAND,2
2020-02-15,BRONX,2
2020-02-15,BROOKLYN,4
2020-02-15,MANHATTAN,6
2020-02-15,QUEENS,4
2020-02-16,BRONX,1
2020-02-16,BROOKLYN,7
2020-02-16,MANHATTAN,11
2020-02-16,QUEENS,7
2020-02-16,STATEN ISLAND,1
2020-02-17,BRONX,5
2020-02-17,BROOKLYN,11
2020-02-17,MANHATTAN,13
2020-02-17,QUEENS,6
2020-02-17,STATEN ISLAND,2
2020-02-18,BRONX,4
2020-02-18,BROOKLYN,10
2020-02-18,MANHATTAN,19
2020-02-18,QUEENS,7
2020-02-18,STATEN ISLAND,4
2020-02-19,BRONX,2
2020-02-19,BROOKLYN,26
2020-02-19,MANHATTAN,14
2020-02-19,QUEENS,3
2020-02-19,STATEN ISLAND,2
2020-02-20,BRONX,8
2020-02-20,BROOKLYN,14
2020-02-20,MANHATTAN,8
2020-02-20,QUEENS,10
2020-02-21,BRONX,6
2020-02-21,BROOKLYN,18
2020-02-21,MANHATTAN,9
2020-02-21,QUEENS,6
2020-02-21,STATEN ISLAND,2
2020-02-22,BRONX,1
2020-02-22,BROOKLYN,9
2020-02-22,MANHATTAN,5
2020-02-22,QUEENS,4
2020-02-23,BRONX,3
2020-02-23,BROOKLYN,10
2020-02-23,MANHATTAN,5
2020-02-23,QUEENS,5
2020-02-24,BRONX,4
2020-02-24,BROOKLYN,20
2020-02-24,MANHATTAN,8
2020-02-24,QUEENS,5
2020-02-24,STATEN ISLAND,6
2020-02-25,BRONX,10
2020-02-25,BROOKLYN,23
2020-02-25,MANHATTAN,14
2020-02-25,QUEENS,6
2020-02-25,STATEN ISLAND,1
2020-02-26,BRONX,5
2020-02-26,BROOKLYN,19
2020-02-26,MANHATTAN,12
2020-02-26,QUEENS,6
2020-02-26,STATEN ISLAND,1
2020-02-27,BRONX,6
2020-02-27,BROOKLYN,23
2020-02-27,MANHATTAN,16
2020-02-27,QUEENS,3
2020-02-27,STATEN ISLAND,2
2020-02-28,BRONX,10
2020-02-28,BROOKLYN,9
2020-02-28,MANHATTAN,8
2020-02-28,QUEENS,2
2020-02-29,BRONX,2
2020-02-29,BROOKLYN,7
2020-02-29,MANHATTAN,7
2020-02-29,QUEENS,10
2020-02-29,STATEN ISLAND,2
2020-03-01,BRONX,3
2020-03-01,BROOKLYN,17
2020-03-01,MANHATTAN,2
2020-03-01,QUEENS,1
2020-03-02,BRONX,4
2020-03-02,BROOKLYN,15
2020-03-02,MANHATTAN,11
2020-03-02,QUEENS,6
2020-03-03,BRONX,4
2020-03-03,BROOKLYN,17
2020-03-03,MANHATTAN,12
2020-03-03,QUEENS,8
2020-03-03,STATEN ISLAND,2
2020-03-04,BRONX,8
2020-03-04,BROOKLYN,16
2020-03-04,MANHATTAN,15
2020-03-04,QUEENS,4
2020-03-05,BRONX,9
2020-03-05,BROOKLYN,16
2020-03-05,MANHATTAN,9
2020-03-05,QUEENS,11
2020-03-05,STATEN ISLAND,2
2020-03-06,BRONX,8
2020-03-06,BROOKLYN,19
2020-03-06,MANHATTAN,7
2020-03-06,QUEENS,11
2020-03-07,BRONX,4
2020-03-07,BROOKLYN,7
2020-03-07,MANHATTAN,9
2020-03-07,QUEENS,2
2020-03-08,BRONX,3
2020-03-08,BROOKLYN,12
2020-03-08,MANHATTAN,18
2020-03-08,QUEENS,5
2020-03-09,BRONX,9
2020-03-09,BROOKLYN,7
2020-03-09,MANHATTAN,21
2020-03-09,QUEENS,4
2020-03-10,BRONX,11
2020-03-10,BROOKLYN,17
2020-03-10,MANHATTAN,17
2020-03-10,QUEENS,5
2020-03-10,STATEN ISLAND,2
2020-03-11,BRONX,9
2020-03-11,BROOKLYN,23
2020-03-11,MANHATTAN,13
2020-03-11,QUEENS,6
2020-03-11,STATEN ISLAND,3
2020-03-12,BRONX,3
2020-03-12,BROOKLYN,22
2020-03-12,MANHATTAN,9
2020-03-12,QUEENS,6
2020-03-12,STATEN ISLAND,8
2020-03-13,BRONX,7
2020-03-13,BROOKLYN,6
2020-03-13,MANHATTAN,5
2020-03-13,QUEENS,11
2020-03-13,STATEN ISLAND,2
2020-03-14,BRONX,1
2020-03-14,BROOKLYN,8
2020-03-14,MANHATTAN,2
2020-03-14,QUEENS,3
2020-03-15,BRONX,2
2020-03-15,BROOKLYN,10
2020-03-15,MANHATTAN,4
2020-03-15,QUEENS,1
2020-03-15,STATEN ISLAND,1
2020-03-16,BRONX,4
2020-03-16,BROOKLYN,9
2020-03-16,MANHATTAN,6
2020-03-16,QUEENS,7
2020-03-17,BRONX,5
2020-03-17,BROOKLYN,9
2020-03-17,MANHATTAN,6
2020-03-17,QUEENS,3
2020-03-17,STATEN ISLAND,1
2020-03-18,BRONX,4
2020-03-18,BROOKLYN,12
2020-03-18,MANHATTAN,15
2020-03-18,QUEENS,6
2020-03-18,STATEN ISLAND,3
2020-03-19,BRONX,6
2020-03-19,BROOKLYN,11
2020-03-19,MANHATTAN,11
2020-03-19,QUEENS,4
2020-03-19,STATEN ISLAND,1
2020-03-20,BRONX,4
2020-03-20,BROOKLYN,9
2020-03-20,MANHATTAN,8
2020-03-20,QUEENS,3
2020-03-20,STATEN ISLAND,1
2020-03-21,BRONX,2
2020-03-21,BROOKLYN,10
2020-03-21,MANHATTAN,6
2020-03-21,QUEENS,4
2020-03-22,BRONX,3
2020-03-22,BROOKLYN,3
2020-03-22,MANHATTAN,10
2020-03-22,QUEENS,1
2020-03-23,BRONX,5
2020-03-23,BROOKLYN,2
2020-03-23,MANHATTAN,4
2020-03-23,QUEENS,10
2020-03-24,BRONX,5
2020-03-24,BROOKLYN,14
2020-03-24,MANHATTAN,7
2020-03-24,QUEENS,3
2020-03-24,STATEN ISLAND,1
2020-03-25,BRONX,4
2020-03-25,BROOKLYN,7
2020-03-25,MANHATTAN,8
2020-03-25,QUEENS,9
2020-03-25,STATEN ISLAND,2
2020-03-26,BRONX,5
2020-03-26,BROOKLYN,6
2020-03-26,MANHATTAN,4
2020-03-26,QUEENS,4
2020-03-26,STATEN ISLAND,2
2020-03-27,BRONX,4
2020-03-27,BROOKLYN,7
2020-03-27,MANHATTAN,6
2020-03-27,QUEENS,1
2020-03-28,BRONX,1
2020-03-28,BROOKLYN,13
2020-03-28,MANHATTAN,5
2020-03-28,QUEENS,5
2020-03-29,BRONX,2
2020-03-29,BROOKLYN,12
2020-03-29,MANHATTAN,3
2020-03-29,QUEENS,3
2020-03-30,BRONX,6
2020-03-30,BROOKLYN,8
2020-03-30,MANHATTAN,14
2020-03-30,QUEENS,5
2020-03-30,STATEN ISLAND,1
2020-03-31,BRONX,6
2020-03-31,BROOKLYN,14
2020-03-31,MANHATTAN,3
2020-03-31,QUEENS,4
2020-03-31,STATEN ISLAND,1
2020-04-01,BRONX,3
2020-04-01,BROOKLYN,12
2020-04-01,MANHATTAN,4
2020-04-01,QUEENS,7
2020-04-02,BRONX,5
2020-04-02,BROOKLYN,8
2020-04-02,MANHATTAN,13
2020-04-02,QUEENS,4
2020-04-03,BRONX,4
2020-04-03,BROOKLYN,3
2020-04-03,MANHATTAN,7
2020-04-03,QUEENS,1
2020-04-04,BRONX,6
2020-04-04,BROOKLYN,9
2020-04-04,MANHATTAN,6
2020-04-04,QUEENS,4
2020-04-05,BRONX,2
2020-04-05,BROOKLYN,8
2020-04-05,MANHATTAN,8
2020-04-05,QUEENS,1
2020-04-05,STATEN ISLAND,2
2020-04-06,BRONX,1
2020-04-06,BROOKLYN,13
2020-04-06,MANHATTAN,10
2020-04-06,QUEENS,9
2020-04-07,BRONX,1
2020-04-07,BROOKLYN,8
2020-04-07,MANHATTAN,6
2020-04-07,QUEENS,4
2020-04-08,BRONX,3
2020-04-08,BROOKLYN,8
2020-04-08,MANHATTAN,13
2020-04-08,QUEENS,5
2020-04-09,BRONX,4
2020-04-09,BROOKLYN,17
2020-04-09,MANHATTAN,8
2020-04-09,STATEN ISLAND,1
2020-04-10,BRONX,6
2020-04-10,BROOKLYN,17
2020-04-10,MANHATTAN,7
2020-04-10,QUEENS,5
2020-04-10,STATEN ISLAND,4
2020-04-11,BRONX,5
2020-04-11,BROOKLYN,10
2020-04-11,MANHATTAN,2
2020-04-11,QUEENS,2
2020-04-12,BRONX,1
2020-04-12,BROOKLYN,11
2020-04-12,MANHATTAN,6
2020-04-12,QUEENS,2
2020-04-13,BRONX,6
2020-04-13,BROOKLYN,8
2020-04-13,MANHATTAN,16
2020-04-13,QUEENS,6
2020-04-13,STATEN ISLAND,1
2020-04-14,BRONX,7
2020-04-14,BROOKLYN,8
2020-04-14,MANHATTAN,9
2020-04-14,QUEENS,5
2020-04-14,STATEN ISLAND,3
2020-04-15,BRONX,5
2020-04-15,BROOKLYN,10
2020-04-15,MANHATTAN,12
2020-04-15,QUEENS,7
2020-04-16,BRONX,6
2020-04-16,BROOKLYN,17
2020-04-16,MANHATTAN,14
2020-04-16,QUEENS,5
2020-04-16,STATEN ISLAND,2
2020-04-17,BRONX,2
2020-04-17,BROOKLYN,14
2020-04-17,MANHATTAN,10
2020-04-17,QUEENS,4
2020-04-18,BRONX,3
2020-04-18,BROOKLYN,8
2020-04-18,MANHATTAN,6
2020-04-18,QUEENS,4
2020-04-19,BRONX,4
2020-04-19,BROOKLYN,12
2020-04-19,MANHATTAN,5
2020-04-19,QUEENS,1
2020-04-20,BRONX,6
2020-04-20,BROOKLYN,19
2020-04-20,MANHATTAN,15
2020-04-20,QUEENS,5
2020-04-21,BRONX,7
2020-04-21,BROOKLYN,20
2020-04-21,MANHATTAN,13
2020-04-21,QUEENS,3
2020-04-21,STATEN ISLAND,1
2020-04-22,BRONX,3
2020-04-22,BROOKLYN,12
2020-04-22,MANHATTAN,10
2020-04-22,QUEENS,6
2020-04-22,STATEN ISLAND,3
2020-04-23,BRONX,9
2020-04-23,BROOKLYN,15
2020-04-23,MANHATTAN,6
2020-04-23,QUEENS,2
2020-04-23,STATEN ISLAND,2
2020-04-24,BRONX,5
2020-04-24,BROOKLYN,9
2020-04-24,MANHATTAN,15
2020-04-24,QUEENS,12
2020-04-25,BRONX,3
2020-04-25,BROOKLYN,7
2020-04-25,MANHATTAN,10
2020-04-25,QUEENS,8
2020-04-26,BRONX,6
2020-04-26,BROOKLYN,15
2020-04-26,MANHATTAN,12
2020-04-26,QUEENS,6
2020-04-27,BRONX,5
2020-04-27,BROOKLYN,16
2020-04-27,MANHATTAN,10
2020-04-27,QUEENS,6
2020-04-27,STATEN ISLAND,2
2020-04-28,BRONX,5
2020-04-28,BROOKLYN,19
2020-04-28,MANHATTAN,8
2020-04-28,QUEENS,6
2020-04-29,BRONX,3
2020-04-29,BROOKLYN,19
2020-04-29,MANHATTAN,19
2020-04-29,QUEENS,7
2020-04-29,STATEN ISLAND,2
2020-04-30,BRONX,5
2020-04-30,BROOKLYN,16
2020-04-30,MANHATTAN,4
2020-04-30,QUEENS,6
2020-05-01,BRONX,6
2020-05-01,BROOKLYN,15
2020-05-01,MANHATTAN,18
2020-05-01,QUEENS,4
2020-05-01,STATEN ISLAND,1
2020-05-02,BRONX,7
2020-05-02,BROOKLYN,14
2020-05-02,MANHATTAN,8
2020-05-02,QUEENS,7
2020-05-02,STATEN ISLAND,2
2020-05-03,BRONX,8
2020-05-03,BROOKLYN,15
2020-05-03,MANHATTAN,15
2020-05-03,QUEENS,8
2020-05-03,STATEN ISLAND,1
2020-05-04,BRONX,5
2020-05-04,BROOKLYN,15
2020-05-04,MANHATTAN,13
2020-05-04,QUEENS,14
2020-05-05,BRONX,9
2020-05-05,BROOKLYN,15
2020-05-05,MANHATTAN,10
2020-05-05,QUEENS,1
2020-05-05,STATEN ISLAND,2
2020-05-06,BRONX,8
2020-05-06,BROOKLYN,13
2020-05-06,MANHATTAN,10
2020-05-06,QUEENS,3
2020-05-06,STATEN ISLAND,2
2020-05-07,BRONX,14
2020-05-07,BROOKLYN,22
2020-05-07,MANHATTAN,13
2020-05-07,QUEENS,5
2020-05-08,BRONX,9
2020-05-08,BROOKLYN,15
2020-05-08,MANHATTAN,7
2020-05-08,QUEENS,10
2020-05-08,STATEN ISLAND,2
2020-05-09,BRONX,3
2020-05-09,BROOKLYN,17
2020-05-09,MANHATTAN,12
2020-05-09,QUEENS,1
2020-05-09,STATEN ISLAND,1
2020-05-10,BRONX,4
2020-05-10,BROOKLYN,12
2020-05-10,MANHATTAN,13
2020-05-10,QUEENS,3
2020-05-10,STATEN ISLAND,1
2020-05-11,BRONX,9
2020-05-11,BROOKLYN,16
2020-05-11,MANHATTAN,15
2020-05-11,QUEENS,18
2020-05-11,STATEN ISLAND,2
2020-05-12,BRONX,9
2020-05-12,BROOKLYN,20
2020-05-12,MANHATTAN,8
2020-05-12,QUEENS,7
2020-05-12,STATEN ISLAND,3
2020-05-13,BRONX,4
2020-05-13,BROOKLYN,22
2020-05-13,MANHATTAN,16
2020-05-13,QUEENS,4
2020-05-13,STATEN ISLAND,4
2020-05-14,BRONX,7
2020-05-14,BROOKLYN,23
2020-05-14,MANHATTAN,14
2020-05-14,QUEENS,28
2020-05-14,STATEN ISLAND,1
2020-05-15,BRONX,21
2020-05-15,BROOKLYN,22
2020-05-15,MANHATTAN,12
2020-05-15,QUEENS,5
2020-05-15,STATEN ISLAND,2
2020-05-16,BRONX,3
2020-05-16,BROOKLYN,10
2020-05-16,MANHATTAN,10
2020-05-16,QUEENS,4
2020-05-16,STATEN ISLAND,6
2020-05-17,BRONX,4
2020-05-17,BROOKLYN,18
2020-05-17,MANHATTAN,10
2020-05-17,QUEENS,6
2020-05-17,STATEN ISLAND,3
2020-05-18,BRONX,7
2020-05-18,BROOKLYN,39
2020-05-18,MANHATTAN,7
2020-05-18,QUEENS,16
2020-05-18,STATEN ISLAND,1
2020-05-19,BRONX,17
2020-05-19,BROOKLYN,37
2020-05-19,MANHATTAN,12
2020-05-19,QUEENS,12
2020-05-19,STATEN ISLAND,2
2020-05-20,BRONX,9
2020-05-20,BROOKLYN,22
2020-05-20,MANHATTAN,19
2020-05-20,QUEENS,8
2020-05-20,STATEN ISLAND,2
2020-05-21,BRONX,13
2020-05-21,BROOKLYN,28
2020-05-21,MANHATTAN,14
2020-05-21,QUEENS,7
2020-05-21,STATEN ISLAND,3
2020-05-22,BRONX,5
2020-05-22,BROOKLYN,22
2020-05-22,MANHATTAN,11
2020-05-22,QUEENS,19
2020-05-22,STATEN ISLAND,2
2020-05-23,BRONX,6
2020-05-23,BROOKLYN,13
2020-05-23,MANHATTAN,11
2020-05-23,QUEENS,3
2020-05-23,STATEN ISLAND,4
2020-05-24,BRONX,4
2020-05-24,BROOKLYN,34
2020-05-24,MANHATTAN,21
2020-05-24,QUEENS,10
2020-05-24,STATEN ISLAND,2
2020-05-25,BRONX,15
2020-05-25,BROOKLYN,20
2020-05-25,MANHATTAN,21
2020-05-25,QUEENS,10
2020-05-25,STATEN ISLAND,3
2020-05-26,BRONX,16
2020-05-26,BROOKLYN,33
2020-05-26,MANHATTAN,22
2020-05-26,QUEENS,16
2020-05-26,STATEN ISLAND,8
2020-05-27,BRONX,9
2020-05-27,BROOKLYN,36
2020-05-27,MANHATTAN,22
2020-05-27,QUEENS,11
2020-05-27,STATEN ISLAND,1
2020-05-28,BRONX,17
2020-05-28,BROOKLYN,25
2020-05-28,MANHATTAN,19
2020-05-28,QUEENS,15
2020-05-28,STATEN ISLAND,3
2020-05-29,BRONX,9
2020-05-29,BROOKLYN,20
2020-05-29,MANHATTAN,11
2020-05-29,QUEENS,8
2020-05-29,STATEN ISLAND,2
2020-05-30,BRONX,6
2020-05-30,BROOKLYN,15
2020-05-30,MANHATTAN,11
2020-05-30,QUEENS,5
2020-05-30,STATEN ISLAND,2
2020-05-31,BRONX,7
2020-05-31,BROOKLYN,10
2020-05-31,MANHATTAN,12
2020-05-31,QUEENS,4
2020-05-31,STATEN ISLAND,2
2020-06-01,BRONX,10
2020-06-01,BROOKLYN,17
2020-06-01,MANHATTAN,18
2020-06-01,QUEENS,4
2020-06-01,STATEN ISLAND,7
2020-06-02,BRONX,6
2020-06-02,BROOKLYN,27
2020-06-02,MANHATTAN,10
2020-06-02,QUEENS,6
2020-06-02,STATEN ISLAND,5
2020-06-03,BRONX,6
2020-06-03,BROOKLYN,18
2020-06-03,MANHATTAN,13
2020-06-03,QUEENS,11
2020-06-03,STATEN ISLAND,2
2020-06-04,BRONX,5
2020-06-04,BROOKLYN,17
2020-06-04,MANHATTAN,9
2020-06-04,QUEENS,11
2020-06-04,STATEN ISLAND,3
2020-06-05,BRONX,7
2020-06-05,BROOKLYN,23
2020-06-05,MANHATTAN,9
2020-06-05,QUEENS,14
2020-06-05,STATEN ISLAND,1
2020-06-06,BRONX,7
2020-06-06,BROOKLYN,14
2020-06-06,MANHATTAN,9
2020-06-06,QUEENS,7
2020-06-06,STATEN ISLAND,1
2020-06-07,BRONX,9
2020-06-07,BROOKLYN,22
2020-06-07,MANHATTAN,6
2020-06-07,QUEENS,10
2020-06-07,STATEN ISLAND,3
2020-06-08,BRONX,6
2020-06-08,BROOKLYN,34
2020-06-08,MANHATTAN,15
2020-06-08,QUEENS,12
2020-06-08,STATEN ISLAND,2
2020-06-09,BRONX,11
2020-06-09,BROOKLYN,25
2020-06-09,MANHATTAN,10
2020-06-09,QUEENS,12
2020-06-09,STATEN ISLAND,6
2020-06-10,BRONX,16
2020-06-10,BROOKLYN,23
2020-06-10,MANHATTAN,6
2020-06-10,QUEENS,10
2020-06-10,STATEN ISLAND,1
2020-06-11,BRONX,13
2020-06-11,BROOKLYN,21
2020-06-11,MANHATTAN,16
2020-06-11,QUEENS,7
2020-06-11,STATEN ISLAND,1
2020-06-12,BRONX,12
2020-06-12,BROOKLYN,25
2020-06-12,MANHATTAN,9
2020-06-12,QUEENS,14
2020-06-12,STATEN ISLAND,3
2020-06-13,BRONX,2
2020-06-13,BROOKLYN,10
2020-06-13,MANHATTAN,4
2020-06-13,QUEENS,6
2020-06-13,STATEN ISLAND,4
2020-06-14,BRONX,6
2020-06-14,BROOKLYN,13
2020-06-14,MANHATTAN,6
2020-06-14,QUEENS,6
2020-06-14,STATEN ISLAND,1
2020-06-15,BRONX,10
2020-06-15,BROOKLYN,47
2020-06-15,MANHATTAN,21
2020-06-15,QUEENS,12
2020-06-15,STATEN ISLAND,4
2020-06-16,BRONX,11
2020-06-16,BROOKLYN,33
2020-06-16,MANHATTAN,11
2020-06-16,QUEENS,1
2020-06-16,STATEN ISLAND,4
2020-06-17,BRONX,6
2020-06-17,BROOKLYN,16
2020-06-17,MANHATTAN,11
2020-06-17,QUEENS,15
2020-06-17,STATEN ISLAND,1
2020-06-18,BRONX,11
2020-06-18,BROOKLYN,33
2020-06-18,MANHATTAN,16
2020-06-18,QUEENS,13
2020-06-19,BRONX,11
2020-06-19,BROOKLYN,24
2020-06-19,MANHATTAN,17
2020-06-19,QUEENS,9
2020-06-19,STATEN ISLAND,3
2020-06-20,BRONX,9
2020-06-20,BROOKLYN,14
2020-06-20,MANHATTAN,11
2020-06-20,QUEENS,11
2020-06-20,STATEN ISLAND,3
2020-06-21,BRONX,5
2020-06-21,BROOKLYN,11
2020-06-21,MANHATTAN,14
2020-06-21,QUEENS,15
2020-06-21,STATEN ISLAND,3
2020-06-22,BRONX,12
2020-06-22,BROOKLYN,21
2020-06-22,MANHATTAN,17
2020-06-22,QUEENS,13
2020-06-22,STATEN ISLAND,9
2020-06-23,BRONX,13
2020-06-23,BROOKLYN,16
2020-06-23,MANHATTAN,13
2020-06-23,QUEENS,11
2020-06-23,STATEN ISLAND,1
2020-06-24,BRONX,5
2020-06-24,BROOKLYN,16
2020-06-24,MANHATTAN,18
2020-06-24,QUEENS,13
2020-06-24,STATEN ISLAND,2
2020-06-25,BRONX,11
2020-06-25,BROOKLYN,31
2020-06-25,MANHATTAN,12
2020-06-25,QUEENS,8
2020-06-25,STATEN ISLAND,1
2020-06-26,BRONX,5
2020-06-26,BROOKLYN,21
2020-06-26,MANHATTAN,4
2020-06-26,QUEENS,11
2020-06-26,STATEN ISLAND,2
2020-06-27,BRONX,10
2020-06-27,BROOKLYN,15
2020-06-27,MANHATTAN,6
2020-06-27,QUEENS,6
2020-06-27,STATEN ISLAND,2
2020-06-28,BRONX,5
2020-06-28,BROOKLYN,11
2020-06-28,MANHATTAN,15
2020-06-28,QUEENS,10
2020-06-28,STATEN ISLAND,1
2020-06-29,BRONX,7
2020-06-29,BROOKLYN,24
2020-06-29,MANHATTAN,15
2020-06-29,QUEENS,13
2020-06-29,STATEN ISLAND,1
2020-06-30,BRONX,11
2020-06-30,BROOKLYN,26
2020-06-30,MANHATTAN,25
2020-06-30,QUEENS,18
2020-06-30,STATEN ISLAND,3
2020-07-01,BRONX,8
2020-07-01,BROOKLYN,27
2020-07-01,MANHATTAN,15
2020-07-01,QUEENS,15
2020-07-01,STATEN ISLAND,3
2020-07-02,BRONX,5
2020-07-02,BROOKLYN,26
2020-07-02,MANHATTAN,10
2020-07-02,QUEENS,13
2020-07-02,STATEN ISLAND,2
2020-07-03,BRONX,8
2020-07-03,BROOKLYN,13
2020-07-03,MANHATTAN,10
