created_date,borough,count
2026-02-10,MANHATTAN,7
2026-02-10,QUEENS,7
2026-02-11,BRONX,2
2026-02-11,BROOKLYN,15
2026-02-11,MANHATTAN,6
2026-02-11,QUEENS,2
2026-02-11,STATEN ISLAND,3
2026-02-12,BRONX,4
2026-02-12,BROOKLYN,8
2026-02-12,MANHATTAN,7
2026-02-12,QUEENS,4
2026-02-12,STATEN ISLAND,3
2026-02-13,BRONX,8
2026-02-13,BROOKLYN,4
2026-02-13,MANHATTAN,4
2026-02-13,QUEENS,3
2026-02-13,STATEN ISLAND,1
2026-02-14,BRONX,4
2026-02-14,BROOKLYN,9
2026-02-14,MANHATTAN,6
2026-02-14,QUEENS,2
2026-02-15,BRONX,4
2026-02-15,BROOKLYN,8
2026-02-15,MANHATTAN,9
2026-02-15,QUEENS,7
2026-02-15,STATEN ISLAND,2
2026-02-16,BRONX,5
2026-02-16,BROOKLYN,11
2026-02-16,MANHATTAN,7
2026-02-16,QUEENS,5
2026-02-17,BRONX,8
2026-02-17,BROOKLYN,9
2026-02-17,MANHATTAN,12
2026-02-17,QUEENS,8
2026-02-18,BRONX,9
2026-02-18,BROOKLYN,22
2026-02-18,MANHATTAN,13
2026-02-18,QUEENS,8
2026-02-19,BRONX,6
2026-02-19,BROOKLYN,19
2026-02-19,MANHATTAN,10
2026-02-19,QUEENS,7
2026-02-19,STATEN ISLAND,1
2026-02-20,BRONX,5
2026-02-20,BROOKLYN,14
2026-02-20,MANHATTAN,12
2026-02-20,QUEENS,5
2026-02-21,BRONX,4
2026-02-21,BROOKLYN,14
2026-02-21,MANHATTAN,13
2026-02-21,QUEENS,6
2026-02-22,BRONX,2
2026-02-22,BROOKLYN,9
2026-02-22,MANHATTAN,8
2026-02-22,QUEENS,2
2026-02-22,STATEN ISLAND,1
2026-02-23,BRONX,2
2026-02-23,BROOKLYN,3
2026-02-23,MANHATTAN,3
2026-02-23,QUEENS,2
2026-02-24,BRONX,4
2026-02-24,BROOKLYN,12
2026-02-24,MANHATTAN,7
2026-02-24,QUEENS,2
2026-02-24,STATEN ISLAND,1
2026-02-25,BRONX,7
2026-02-25,BROOKLYN,10
2026-02-25,MANHATTAN,8
2026-02-25,QUEENS,5
2026-02-26,BRONX,10
2026-02-26,BROOKLYN,15
2026-02-26,MANHATTAN,9
2026-02-26,QUEENS,5
2026-02-26,STATEN ISLAND,1
2026-02-27,BRONX,12
2026-02-27,BROOKLYN,5
2026-02-27,MANHATTAN,17
2026-02-27,QUEENS,4
2026-02-28,BRONX,3
2026-02-28,BROOKLYN,5
2026-02-28,MANHATTAN,5
2026-02-28,QUEENS,10
2026-03-01,BRONX,5
2026-03-01,BROOKLYN,12
2026-03-01,MANHATTAN,5
2026-03-01,QUEENS,4
2026-03-02,MANHATTAN,2
