the_geom,UNITID,LATITUDE,LONGITUDE,POINT_X,POINT_Y
POINT (-73.94732068982134 40.784245866405826),CB125649,40.78424587,-73.94732069,998838.5034,225003.177
POINT (-74.2074290355957 40.538906755792226),CB555018,40.5389,-74.2074,926594.9808,135683.0719
POINT (-73.7542711225102 40.775752563279724),CB493712,40.77575256,-73.75427112,1052308.3961,221999.8519
POINT (-74.14429840541823 40.60554470529687),CB555848,40.60554471,-74.14429841,944182.149,159925.6608
POINT (-74.0142785087467 40.676265722726825),CB305139,40.67626572,-74.0142785,980289.433823,185658.571593
POINT (-73.94027816712116 40.69493775365882),CB338284,40.69493775,-73.94027816,1000810.9754,192466.658096
POINT (-73.96535383540198 40.64071430077193),CB328478,40.6407143,-73.96535383,993865.259915,172707.775407
POINT (-74.00290290771552 40.7308651186314),CB123428,40.73086511,-74.0029029,983445.452057,205550.455747
POINT (-73.82348384142173 40.813639039891015),CB216018,40.81363903,-73.82348384,1033111.084,235756.9793
POINT (-73.9421620305032 40.6675622407026),CB359501,40.66756224,-73.94216203,1000295.162,182492.6196
POINT (-73.88204205722771 40.675159452660814),CB356203,40.67515945,-73.88204206,1016969.653,185277.233
POINT (-74.25096037967893 40.50704886343012),CB558314,40.50704886,-74.25096038,914462.197,124108.2082
POINT (-74.0759706104838 40.58872051045042),CB560278,40.58872051,-74.07597061,963149.6478,153772.3254
POINT (-74.14215700315185 40.57688083825665),CB556142,40.57688084,-74.142157,944759.8119,149481.73
POINT (-73.87792099352416 40.715237621281815),CB488161,40.71523762,-73.87792099,1018092.4202,199880.4451
POINT (-74.11310173843768 40.59553027531309),CB556282,40.59553028,-74.11310174,952839.9221,156264.4231
POINT (-74.0956425528704 40.573533452767784),CB551443,40.57353345,-74.09564255,957679.852144,148244.656504
POINT (-73.89700457632992 40.901102722535725),CB207665,40.90110272,-73.89700457,1012722.50155,267590.875436
POINT (-73.90761664646351 40.68147099798511),CB304806,40.68147099,-73.90761664,1009873.24749,187568.191957
POINT (-73.87851528171296 40.725653161877645),CB484821,40.72565,-73.8785,1017922.4106,203674.9138
POINT (-73.78031670741525 40.67360970659282),CB488012,40.67360971,-73.78031671,1045188.014,184766.9988
POINT (-73.72570668629723 40.742591288287585),CB470189,40.74259128,-73.72570668,1060257.56345,209941.657111
POINT (-73.74894941434756 40.69604333635077),CB486216,40.69604,-73.7489,1053865.5503,192963.567
POINT (-73.82707228246849 40.81291957699259),CB216684,40.81291957,-73.82707228,1032118.2936,235492.8725
POINT (-73.98598370935369 40.75723644086555),CB125235,40.75723644,-73.98598371,988133.112,215158.6672
POINT (-73.9819738752588 40.678646452290955),CB306427,40.67864645,-73.98197387,989249.899736,186526.131402
POINT (-73.85786635529658 40.668371447935705),CB360374,40.66837145,-73.85786636,1023679.6147,182814.1285
POINT (-74.21154245014453 40.53746103795673),CB513708,40.53746103,-74.21154245,925450.3851,135159.0985
POINT (-73.97744959156556 40.67161700291259),CB358961,40.671617,-73.97744959,990505.4579,183965.3926
POINT (-73.74279602567331 40.775868964217125),CB485616,40.77586,-73.7427,1055486.4674,222051.3842
POINT (-73.94811561047023 40.71556820673341),CB356633,40.71556821,-73.94811561,998633.1861,199981.565
POINT (-73.9923250234526 40.711022338690746),CB124021,40.71102234,-73.99232502,986377.772,198321.2008
POINT (-73.9226772276264 40.70652199380639),CB357394,40.70652199,-73.92267723,1005688.0221,196690.958
POINT (-73.91111629484558 40.70977822672203),CB484293,40.70977822,-73.91111629,1008892.1283,197880.342
POINT (-73.80366400331063 40.78982072936837),CB491491,40.78982073,-73.803664,1038616.815,227090.8313
POINT (-73.75110354948681 40.60572064974918),CB491662,40.60572065,-73.75110355,1053361.718,160054.9463
POINT (-74.25009229758913 40.50455040232102),CB558447,40.5045504,-74.2500923,914700.9964,123197.2753
POINT (-73.88194007149221 40.70177302222886),CB488188,40.70177302,-73.88194007,1016984.8742,194973.3631
POINT (-73.90020822641627 40.85264193650344),CB226843,40.85264194,-73.90020823,1011856.9851,249933.6711
POINT (-74.14688863668934 40.54728932099714),CB551753,40.54728932,-74.14688863,943427.321422,138703.00351
POINT (-73.83288681529855 40.65063921139932),CB487736,40.65063921,-73.83288682,1030621.5621,176366.023
POINT (-74.19170761715799 40.53726352225638),CB558246,40.53726352,-74.19170762,930963.4406,135074.4491
POINT (-73.95825854241095 40.73352113773399),CB338150,40.73352113,-73.95825854,995818.285907,206520.869488
POINT (-73.8560582058681 40.571060723483825),CB484472,40.57106,-73.856,1024239.474,147362.1308
POINT (-73.82197325336784 40.75330820531549),CB489411,40.75330821,-73.82197325,1033573.8981,213777.294
POINT (-73.97918550869456 40.736188057239914),CB108530,40.73618805,-73.9791855,990018.326543,207490.441237
POINT (-73.99801561730264 40.6191931703988),CB329988,40.61919317,-73.99801561,984800.898216,164865.156889
POINT (-74.0101250836681 40.719390674901284),CB126018,40.71939067,-74.01012508,981443.325,201370.1096
POINT (-74.18972355351744 40.59467130165605),CB560371,40.5946713,-74.18972355,931560.2241,155988.2589
POINT (-74.00340598566193 40.72332510591719),CB109991,40.7233251,-74.00340598,983305.915934,202803.399953
POINT (-74.1549710652054 40.625678858848914),CB555577,40.62567886,-74.15497107,941231.6139,167266.1111
POINT (-73.91533357232963 40.77138006775161),CB484189,40.77138006,-73.91533357,1007701.2376,220322.6795
POINT (-73.70843306836908 40.74905690211425),CB491305,40.7490569,-73.70843307,1065036.281,212312.7342
POINT (-74.19640174610478 40.53593528080695),CB555467,40.53593528,-74.19640175,929657.5897,134593.4311
POINT (-73.74250931308949 40.603352032854495),CB482998,40.60335203,-73.74250931,1055750.63163,159198.899475
POINT (-74.14931072444526 40.612601744342065),CB560180,40.61260174,-74.14931072,942794.7443,162499.052
POINT (-73.92972323593683 40.64458704936714),CB358014,40.64458705,-73.92972324,1003752.5939,174124.6449
POINT (-73.99808628509187 40.68459107364523),CB305045,40.68459107,-73.99808628,984780.759064,188691.420069
POINT (-74.23750755591507 40.50325854759627),CB559728,40.50325855,-74.23750756,918199.4444,122716.8846
POINT (-74.2022394268024 40.53666198666847),CB554966,40.53666,-74.2022,928035.5448,134861.8787
POINT (-73.9931982162759 40.672718570175384),CB356460,40.67271857,-73.99319822,986136.776,184365.993
POINT (-73.75831330430455 40.66099751823904),CB494016,40.66099752,-73.7583133,1051304.2076,180188.113
POINT (-74.17365236327271 40.54608903934374),CB555318,40.54608904,-74.17365236,935988.4,138279.322
POINT (-73.78386160743376 40.67801545722171),CB487038,40.67801546,-73.78386161,1044200.7346,186369.6889
POINT (-73.73746728759474 40.711802296601746),CB489931,40.7118023,-73.73746729,1057032.2918,198714.3358
POINT (-73.8973715237379 40.88234085232008),CB228684,40.88234085,-73.89737152,1012629.0697,260755.0474
POINT (-74.18012481998596 40.557781331344486),CB556283,40.55778133,-74.18012482,934198.3316,142542.7284
POINT (-73.7671849670664 40.66415106809719),CB488829,40.66415107,-73.76718497,1048839.7819,181330.3692
POINT (-73.94628476979088 40.716457062146574),CB359589,40.71645706,-73.94628477,999140.5259,200305.708
POINT (-73.84572659723044 40.822345846115915),CB216194,40.82234584,-73.84572659,1026948.53139,238917.552398
POINT (-73.96228479383635 40.71987632349998),CB338130,40.71987632,-73.96228479,994704.585378,201549.134681
POINT (-73.98953603035214 40.605929423931414),CB330394,40.60592942,-73.98953603,987155.552237,160032.995525
POINT (-73.94043200736587 40.7930845794244),CB125028,40.79308458,-73.94043201,1000743.999,228224.645
POINT (-73.78829774566327 40.74655023197484),CB484182,40.74655023,-73.78829774,1042909.9316,211335.9091
POINT (-74.21007928630493 40.54424029153883),CB559035,40.54424029,-74.21007929,925863.0036,137627.9554
POINT (-74.17527773061698 40.537815654316326),CB554763,40.53781,-74.1752,935530.646,135266.0372
POINT (-74.1682177654869 40.54410404728507),CB556353,40.54410405,-74.16821777,937497.397,137553.1961
POINT (-74.17265565008563 40.5423494626654),CB551727,40.54234946,-74.17265565,936262.721573,136916.360334
POINT (-73.83826811168244 40.866772219548416),CB210272,40.86677221,-73.83826811,1028982.94296,255107.449282
POINT (-73.80915283099885 40.7018067820598),CB491334,40.70180678,-73.80915283,1037166.785,195021.2481
POINT (-73.94288532047817 40.579835395190145),CB314069,40.57983539,-73.94288532,1000115.34919,150531.277527
POINT (-73.76481267272241 40.75237391733925),CB486779,40.75237392,-73.76481267,1049411.6273,213474.2567
POINT (-74.00061163971951 40.68740820853115),CB357672,40.68740821,-74.00061164,984080.372,189717.7791
POINT (-73.7646510493601 40.661538191293154),CB488897,40.66153819,-73.76465105,1049545.3216,180380.3068
POINT (-73.90240272991497 40.85355208378848),CB225363,40.85355208,-73.90240272,1011249.5155,250264.5883
POINT (-74.18295603737941 40.56463819624152),CB556151,40.5646382,-74.18295604,933416.8339,145042.476
POINT (-73.78963275360346 40.75123566796081),CB462926,40.75123566,-73.78963275,1042535.91951,213042.06806
POINT (-74.13316414086519 40.62464500258411),CB555681,40.624645,-74.13316414,947284.4159,166879.4945
POINT (-73.98944253227666 40.70388255954751),CB355216,40.70388,-73.9894,987177.2129,195720.0476
POINT (-74.02307580259054 40.627914443326404),CB357985,40.62791444,-74.0230758,977844.604,168043.3851
POINT (-74.20131890828753 40.54069446827267),CB551140,40.54069446,-74.2013189,928294.787957,136330.413788
POINT (-73.85996322189803 40.66162164940361),CB356254,40.66162165,-73.85996322,1023101.85,180354.053
POINT (-73.8981014501994 40.860172814242276),CB228773,40.86017281,-73.89810145,1012436.6241,252678.1282
POINT (-73.77737077360861 40.76909485308635),CB494698,40.76909485,-73.77737077,1045916.7713,219557.1298
POINT (-74.09267736222873 40.60729261225729),CB559149,40.60729261,-74.09267736,958516.6144,160543.0796
POINT (-74.08249284444868 40.59970882284861),CB556714,40.59970882,-74.08249284,961341.9095,157777.2836
POINT (-73.84257004498177 40.79261406057139),CB489397,40.79261406,-73.84257004,1027841.6431,228086.7821
POINT (-73.92411068445466 40.83996578702542),CB226702,40.83996579,-73.92411068,1005248.4711,245308.642
POINT (-73.94328248680495 40.63649525639008),CB334258,40.63649525,-73.94328248,999991.658377,171173.85802
POINT (-73.93694237056118 40.72622709252547),CB320015,40.72622709,-73.93694237,1001727.79174,203866.955899
POINT (-73.97559135966354 40.73727379528674),CB124510,40.7372738,-73.97559136,991014.2639,207886.2669
POINT (-73.85566500818967 40.6840948895461),CB494082,40.68409489,-73.85566501,1024280.8559,188543.6197
POINT (-73.75716101391943 40.685705508818145),CB488334,40.68570551,-73.75716101,1051598.9463,189190.7886
POINT (-73.87750730119127 40.65339600117324),CB355645,40.65339,-73.8775,1018238.6089,177349.9293
POINT (-73.7312632725588 40.761242061900056),CB491811,40.76124206,-73.73126327,1058696.974,216731.9321
POINT (-73.94731133321969 40.71142403364611),CB358987,40.71142403,-73.94731133,998857.0528,198471.8502
POINT (-73.85224561279932 40.7857247092723),CB489255,40.78572471,-73.85224561,1025166.7585,225572.0914
POINT (-73.84499822891462 40.75898466935778),CB489354,40.75898467,-73.84499823,1027190.9709,215833.2849
POINT (-73.9443091249797 40.6780482083254),CB315179,40.6780482,-73.94430912,999697.095482,186312.569822
POINT (-74.19769011562238 40.54562905321298),CB558837,40.54562905,-74.19769012,929307.4416,138125.8987
POINT (-73.81530553973856 40.81519988258517),CB228266,40.81519988,-73.81530554,1035373.701,236330.3164
POINT (-73.75773774900567 40.67142320084786),CB488191,40.6714232,-73.75773775,1051453.3859,183986.91
POINT (-73.97492842004803 40.73299733561831),CB108802,40.73299733,-73.97492842,991198.427498,206328.270104
POINT (-74.14025254729185 40.60201660067719),CB514416,40.6020166,-74.14025254,945303.517842,158638.458364
POINT (-73.81186073949937 40.69176585396334),CB487205,40.69176585,-73.81186074,1036423.813,191361.4251
POINT (-73.84879189056024 40.790149494172894),CB489348,40.79014949,-73.84879189,1026120.3939,227185.8219
POINT (-74.2523535260584 40.509563539122794),CB560909,40.50956354,-74.25235353,914077.4271,125025.4711
POINT (-73.85150083124896 40.789307075731394),CB489190,40.78930708,-73.85150083,1025370.7937,226877.6171
POINT (-74.00537150399697 40.6844667629943),CB357458,40.68446676,-74.0053715,982760.2379,188646.17
POINT (-73.84495977652186 40.893961611112836),CB211848,40.89396161,-73.84495977,1027114.58415,265010.269519
POINT (-74.25117778373898 40.50470561862541),CB558394,40.50470562,-74.25117778,914399.2929,123254.6876
POINT (-74.18841043999039 40.542684291398196),CB554358,40.54268,-74.1884,931884.1619,137047.3706
POINT (-73.96526057736348 40.71416752467959),CB359127,40.71416752,-73.96526058,993880.5286,199468.9039
POINT (-73.90127833135875 40.673743156439095),CB337616,40.67374315,-73.90127833,1011634.40126,184754.636774
POINT (-73.82019532135413 40.83636597995115),CB226401,40.83636598,-73.82019532,1034004.3751,244039.0659
POINT (-73.88690582359028 40.84340842510579),CB208583,40.84340842,-73.88690582,1015541.38169,246574.027832
POINT (-73.7839016183254 40.70337344020139),CB485031,40.70337,-73.7839,1044166.8454,195608.2899
POINT (-73.9998586828291 40.755706540618135),CB125587,40.75570654,-73.99985868,984289.1518,214600.9641
POINT (-73.99768921362264 40.69695758624861),CB318149,40.69695758,-73.99768921,984890.765955,193196.905837
POINT (-74.02374580390742 40.6265838466041),CB357974,40.62658385,-74.0237458,977658.4932,167558.663
POINT (-73.8970577668711 40.66122873513234),CB356419,40.66122874,-73.89705777,1012810.501,180196.63
POINT (-73.95956425599873 40.60085323303508),CB311707,40.60085323,-73.95956425,995478.73041,158186.026627
POINT (-73.79973141012655 40.67243275545423),CB484880,40.67243,-73.7997,1039803.554,184325.2938
POINT (-73.86219433139736 40.66630410969952),CB325293,40.6663041,-73.86219433,1022480.16701,182059.021246
POINT (-74.19035927103262 40.54051827651793),CB558223,40.54051828,-74.19035927,931340.7997,136259.4129
POINT (-73.84886772718943 40.82187510675116),CB216568,40.8218751,-73.84886772,1026079.4519,238744.5297
POINT (-74.20245851148634 40.523342955716494),CB554484,40.52334,-74.2024,927963.433,130009.5978
POINT (-73.98623994284 40.57836603034807),CB360247,40.57836603,-73.98623994,988072.3611,149991.0793
POINT (-73.81436274864733 40.77496828757235),CB482984,40.77496828,-73.81436274,1035665.7295,221673.1352
POINT (-74.13774084800205 40.62109000323984),CB514122,40.62109,-74.13774084,946011.9133,165586.2803
POINT (-73.84119139272308 40.85086600833),CB225561,40.850866,-73.84119139,1028184.9087,249310.7334
POINT (-74.19927614874966 40.54483134165103),CB554312,40.54483,-74.1992,928865.9867,137836.2729
POINT (-74.01239623095388 40.6259597709212),CB337724,40.62595,-74.0123,980808.9455,167330.6457
POINT (-73.8810666117682 40.831984475067564),CB227232,40.83198448,-73.88106661,1017162.65,242414.0011
POINT (-73.74965605999442 40.70428935383463),CB493938,40.70428935,-73.74965606,1053661.0143,195967.2634
POINT (-73.75738444974442 40.6590482456261),CB488996,40.65904825,-73.75738445,1051563.8778,179478.6536
POINT (-74.18035256909069 40.55822465934826),CB555269,40.55822466,-74.18035257,934135.3791,142704.3734
POINT (-74.07787325352017 40.64407326257238),CB556576,40.64407326,-74.07787325,962639.1288,173939.2411
POINT (-73.99222505775771 40.7132484989269),CB123890,40.7132485,-73.99222506,986405.414,199132.2609
POINT (-73.93998184853614 40.60970069915295),CB359661,40.6097007,-73.93998185,1000914.4222,161412.5041
POINT (-73.72066029980599 40.75024066923031),CB485630,40.75024,-73.7206,1061647.0416,212732.9764
POINT (-74.0181828443851 40.6286412305289),CB351093,40.62864123,-74.01818284,979202.849412,168307.853248
POINT (-74.19655519043306 40.52960633450449),CB556376,40.52960633,-74.19655519,929609.7641,132287.7489
POINT (-73.90582791573635 40.63677944692696),CB300418,40.63677944,-73.90582791,1010386.87026,171286.349447
POINT (-73.7729417279037 40.593989733330034),CB485785,40.59398,-73.7729,1047308.9472,155764.6135
POINT (-73.92852544039849 40.680607908430986),CB315577,40.6806079,-73.92852544,1004074.28761,187248.319672
POINT (-74.11746592532829 40.55444646232766),CB556374,40.55444646,-74.11746593,951607.85,141298.181
POINT (-73.95757634443895 40.72425764062849),CB338204,40.72425764,-73.95757634,996008.985656,203145.980241
POINT (-74.18428610721001 40.537924174889355),CB558709,40.53792417,-74.18428611,933026.8078,135310.7127
POINT (-73.8931113023495 40.83578587111573),CB226666,40.83578587,-73.8931113,1013827.8129,243794.6929
POINT (-73.79012608678185 40.76449979431875),CB490146,40.76449979,-73.79012609,1042387.6549,217874.2803
POINT (-74.00261468674631 40.57911541224913),CB327856,40.57911541,-74.00261468,983523.682901,150263.808435
POINT (-74.0017794611552 40.67886270487157),CB357697,40.6788627,-74.00177946,983756.4331,186604.409
POINT (-74.07545461754762 40.64242483037391),CB555670,40.64242483,-74.07545462,963309.8152,173338.0851
POINT (-73.93097531102316 40.86511679666393),CB125328,40.8651168,-73.93097531,1003341.818,254470.5406
POINT (-73.95596515950571 40.66846420100346),CB330029,40.6684642,-73.95596515,996465.792176,182819.002587
POINT (-73.90500639006562 40.85105887013902),CB228778,40.85105887,-73.90500639,1010530.2188,249355.4242
POINT (-73.98663342705365 40.5747704753756),CB360267,40.57477048,-73.98663343,987963.2563,148681.1125
POINT (-74.00890012688441 40.629411637485646),CB309577,40.62941163,-74.00890012,981779.552501,168588.134658
POINT (-73.85062380385209 40.85732453242242),CB228605,40.85732453,-73.8506238,1025571.392,251659.227
POINT (-73.98704570455752 40.68379976975528),CB306696,40.68379976,-73.9870457,987842.850603,188403.385046
POINT (-74.08397670219102 40.596169610862404),CB561272,40.59616961,-74.0839767,960928.6093,156488.2504
POINT (-74.19203512865343 40.53795504704627),CB558259,40.53795505,-74.19203513,930872.9588,135326.5867
POINT (-73.8588117624345 40.86312035044306),CB211489,40.86312035,-73.85881176,1023302.98539,253767.108224
POINT (-73.8941949231611 40.732265317683265),CB494161,40.73226532,-73.89419492,1013573.5135,206078.288
POINT (-73.99885541315427 40.763519913900915),CB125220,40.76351991,-73.99885541,984567.0696,217447.6337
POINT (-74.19954967423578 40.51847128486871),CB554408,40.51847,-74.1995,928768.0897,128232.8843
POINT (-74.19997125742464 40.5239951008555),CB554449,40.52399,-74.1999,928655.4689,130245.6004
POINT (-73.75424132560333 40.6920132604127),CB488322,40.69201326,-73.75424133,1052402.2429,191491.1361
POINT (-74.02013213246713 40.63540007097715),CB359061,40.63540007,-74.02013213,978662.3366,170770.3983
POINT (-73.98986251532442 40.72941741019526),CB125676,40.72941741,-73.98986252,987059.6898,205023.1596
POINT (-74.19458576337853 40.53706787439202),CB558626,40.53706787,-74.19458576,930163.2814,135004.9341
POINT (-74.00578651097061 40.642479054709305),CB350958,40.64247905,-74.00578651,982644.127076,173348.874818
POINT (-74.03215519432051 40.62776676313457),CB308717,40.62776676,-74.03215519,975324.321038,167990.375801
POINT (-73.76603738864672 40.709969984964374),CB485143,40.70996,-73.766,1049113.5678,198024.3251
POINT (-73.94833691727605 40.64008670343115),CB360003,40.6400867,-73.94833692,998588.0553,172481.4513
POINT (-73.78044788822324 40.68314004722921),CB488408,40.68314005,-73.78044789,1045142.9232,188239.0738
POINT (-74.0000812861752 40.707980168890366),CB125722,40.70798017,-74.00008129,984227.4636,197212.7533
POINT (-73.9022150927296 40.82472965851811),CB202485,40.82472965,-73.90221509,1011313.14623,239763.567582
POINT (-73.8763008054968 40.77036460110207),CB489158,40.7703646,-73.87630081,1018513.2021,219965.57
POINT (-73.931546159256 40.68007967498289),CB355939,40.68007,-73.9315,1003236.6072,187055.1999
POINT (-73.72975176369886 40.653485751511134),CB482862,40.65348575,-73.72975176,1059236.81767,177474.535458
POINT (-74.01973696646927 40.63983157517274),CB308161,40.63983157,-74.01973696,978772.378497,172384.89006
POINT (-73.92092133700413 40.6865802875745),CB357055,40.68658029,-73.92092134,1006181.4079,189426.0421
POINT (-73.959225339149 40.61299864359788),CB326452,40.61299864,-73.95922533,995570.785593,162610.956951
POINT (-73.75206945967427 40.694432278619274),CB486507,40.69443228,-73.75206946,1053002.035,192374.1493
POINT (-74.12391391549353 40.562665037961004),CB556226,40.56266504,-74.12391392,949820.2798,144294.873
POINT (-74.08080423453981 40.647178455043125),CB556842,40.64717846,-74.08080423,961826.7861,175071.2839
POINT (-74.15865963101176 40.62495996803286),CB561145,40.62495997,-74.15865963,940207.2324,167006.0335
POINT (-73.7681284160952 40.7094054147268),CB485141,40.7094,-73.7681,1048534.3992,197817.0944
POINT (-74.17245693069523 40.54235062344641),CB551876,40.54235062,-74.17245693,936317.953658,136916.674422
POINT (-73.82204626843803 40.835777765302666),CB226359,40.83577777,-73.82204627,1033492.6292,243823.712
POINT (-74.20107280936728 40.52680672576045),CB554140,40.52680672,-74.2010728,928351.5754,131270.6391
POINT (-73.92999002758935 40.698345509060395),CB360051,40.69834551,-73.92999003,1003662.9028,193710.3164
POINT (-73.8725653920438 40.65547719417747),CB356340,40.65547719,-73.87256539,1019608.759,178110.121
POINT (-74.00787586834862 40.67461882654345),CB360130,40.67461883,-74.00787587,982065.3413,185058.3356
POINT (-73.80194490660637 40.81399322462123),CB228291,40.81399322,-73.80194491,1039072.932,235898.7684
POINT (-73.83435503643001 40.82525914057095),CB227396,40.82525914,-73.83435504,1030093.8483,239984.7169
POINT (-74.02071008715033 40.637967338641545),CB359136,40.63796734,-74.02071009,978502.1467,171705.7606
POINT (-73.90383643042199 40.855028992541925),CB225348,40.85502899,-73.90383643,1010852.303,250802.2437
POINT (-74.1989125264096 40.536624552094324),CB555418,40.53662455,-74.19891253,928960.2572,134846.123
POINT (-73.90425267280284 40.70400516342014),CB488150,40.70400516,-73.90425267,1010797.2979,195779.0481
POINT (-74.16221741561299 40.62248618882511),CB556863,40.62248619,-74.16221742,939217.9492,166106.5806
POINT (-73.97107366950175 40.764315204712474),CB125052,40.7643152,-73.97107367,992262.979,217738.7053
POINT (-73.95006670158743 40.73658540711298),CB320216,40.7365854,-73.9500667,998087.947487,207638.467044
POINT (-73.98455289627428 40.58092061761035),CB329269,40.58092061,-73.98455289,988540.836129,150921.857219
POINT (-74.19988412807444 40.51999703863085),CB554418,40.51999,-74.1998,928676.3682,128788.9622
POINT (-73.9129384709396 40.76905343960513),CB487377,40.76905344,-73.91293847,1008365.4844,219475.6621
POINT (-73.99542511466208 40.59430526749287),CB356548,40.59430527,-73.99542511,985520.5391,155797.8771
POINT (-74.01296689603785 40.62541495110541),CB337684,40.62541495,-74.01296689,980650.505875,167132.176284
POINT (-73.92782770639404 40.59331446431972),CB321387,40.59331446,-73.9278277,1004294.01524,155445.126359
POINT (-73.8273216556422 40.851665795566156),CB225834,40.85166,-73.8273,1032021.4366,249609.386
POINT (-73.89726706571703 40.669123176231906),CB322527,40.66912317,-73.89726706,1012749.05961,183072.72722
POINT (-73.8544337563837 40.859811325490696),CB213465,40.85981132,-73.85443375,1024515.95411,252563.486019
POINT (-73.88816689120031 40.76609596874964),CB494150,40.76609597,-73.88816689,1015228.4252,218405.9481
POINT (-73.79872823999399 40.588924306006575),CB486914,40.58892431,-73.79872824,1040151.734,153901.646
POINT (-73.95202702897248 40.70150083698048),CB356583,40.70150084,-73.95202703,997551.685,194855.7809
POINT (-73.83111184917476 40.826727570585646),CB214072,40.82672757,-73.83111184,1030990.39923,240521.432493
POINT (-73.89902480306007 40.628258950912006),CB359283,40.62825895,-73.8990248,1012278.609,168184.2093
POINT (-73.91951696188394 40.61496449526839),CB359343,40.6149645,-73.91951696,1006594.865,163334.7984
POINT (-74.14081367046707 40.60570709835063),CB558355,40.6057071,-74.14081367,945149.862,159983.25
POINT (-73.79743772745998 40.78941306160313),CB489742,40.78941306,-73.79743773,1040341.2549,226946.2299
POINT (-73.92956696128769 40.75665713676949),CB494483,40.75665714,-73.92956696,1003763.1319,214955.142
POINT (-73.85697313980279 40.90176877832053),CB211070,40.90176877,-73.85697313,1023788.56068,267849.087181
POINT (-73.8518711603954 40.80767822968908),CB228856,40.80767823,-73.85187116,1025256.9278,233570.6861
POINT (-73.98695296796723 40.73961749295291),CB124116,40.73961749,-73.98695297,987865.542,208739.4769
POINT (-73.77833722598378 40.77614618829649),CB483043,40.77614618,-73.77833722,1045642.57031,222125.479819
POINT (-73.93567798732792 40.61263347474312),CB303258,40.61263347,-73.93567798,1002108.63192,162481.838472
POINT (-73.95292470598183 40.80596962747068),CB125468,40.80596963,-73.95292471,997282.3276,232917.0119
POINT (-73.72974116551008 40.65365434978583),CB482855,40.65365434,-73.72974116,1059239.56891,177535.969337
POINT (-74.20665878886807 40.53457739874418),CB554938,40.53457,-74.2066,926805.3498,134105.2834
POINT (-73.84079430015525 40.87579292377033),CB225721,40.87579,-73.8407,1028278.2595,258392.7616
POINT (-73.9968910582276 40.63055547966213),CB310397,40.63055547,-73.99689105,985112.947857,169004.756751
POINT (-73.95151414229288 40.74322653293432),CB487512,40.74322653,-73.95151414,997685.481,210057.8139
POINT (-74.164769216799 40.6025221260803),CB555058,40.60252213,-74.16476922,938495.881,158834.487
POINT (-73.81872209578682 40.742638003351686),CB485386,40.74263,-73.8187,1034482.704,209891.6525
POINT (-73.85101049450938 40.742799681564016),CB494531,40.74279968,-73.85101049,1025535.3918,209933.6901
POINT (-73.93422881314868 40.66120189503853),CB332563,40.66120189,-73.93422881,1002497.70075,180176.920067
POINT (-74.00612789736424 40.72399482555729),CB124351,40.72399483,-74.0061279,982551.4631,203047.4406
POINT (-73.78344066368828 40.681843666525616),CB493558,40.68184367,-73.78344066,1044314.0443,187764.7
POINT (-73.73842130138338 40.65221619013703),CB485333,40.65221,-73.7384,1056832.6362,177004.6988
POINT (-73.95983204490604 40.583466625236035),CB313751,40.58346662,-73.95983204,995407.271891,151851.611214
POINT (-73.97070108508117 40.674591248030545),CB360259,40.67459125,-73.97070109,992377.1235,185049.5489
POINT (-73.861640018289 40.8797959815979),CB226147,40.87979,-73.8616,1022511.0877,259841.4415
POINT (-73.9858093188921 40.58465558249893),CB359174,40.58465558,-73.98580932,988191.6115,152282.5393
POINT (-73.9636254266114 40.68700439262571),CB318644,40.68700439,-73.96362542,994337.937554,189572.751112
POINT (-73.8362808599764 40.65631363189168),CB494158,40.65631363,-73.83628086,1029675.8996,178431.5894
POINT (-74.14097849718809 40.56896965901673),CB560885,40.56896966,-74.1409785,945082.5534,146598.9667
POINT (-74.01754167904713 40.62081829918878),CB309219,40.62081829,-74.01754167,979380.251811,165457.715535
POINT (-73.98494777631313 40.60578445546461),CB331455,40.60578445,-73.98494777,988429.591277,159980.365322
POINT (-73.83051928305943 40.828942023182904),CB214053,40.82894202,-73.83051928,1031152.83283,241328.55389
POINT (-74.10651726166196 40.56347988028043),CB555103,40.56347988,-74.10651726,954654.332,144585.382
POINT (-74.1791321875882 40.544068232775324),CB513448,40.54406823,-74.17913218,934463.9395,137546.1623
POINT (-73.94107056398283 40.712572493136506),CB356678,40.71257249,-73.94107056,1000586.9201,198891.371
POINT (-73.75850847482343 40.60040278843755),CB485429,40.6004,-73.7585,1051310.9198,158111.7646
POINT (-73.98578099648778 40.58441287541715),CB352209,40.58441287,-73.98578099,988199.492667,152194.116268
POINT (-74.12467221064132 40.55737254631008),CB556610,40.55737255,-74.12467221,949606.8419,142366.9907
POINT (-73.83173767410767 40.84519579210796),CB225993,40.84519,-73.8317,1030804.2753,247249.7454
POINT (-73.98870445368297 40.68533678776811),CB359980,40.68533679,-73.98870445,987382.7273,188963.3016
POINT (-73.90915262910174 40.6212109499078),CB337242,40.62121094,-73.90915262,1009469.99974,165613.358784
POINT (-73.96573761808072 40.69751990680726),CB355433,40.69751,-73.9657,993750.6548,193403.6254
POINT (-73.9924229150371 40.610315806568344),CB329896,40.6103158,-73.99242291,986353.806667,161630.985809
POINT (-73.85556190608415 40.67522215913356),CB487560,40.67522216,-73.85556191,1024314.7811,185311.0799
POINT (-73.94650535015269 40.70013651858819),CB355494,40.70013,-73.9465,999083.0095,194359.6059
